name,general,entity_type,figure_type,occupation,personality,size,height,life,move,range,attack,defense,ability_1_title,ability_1_desc,ability_2_title,ability_2_desc,ability_3_title,ability_3_desc,ability_4_title,ability_4_desc,points,source_file
Major Alex Louis Armstrong,,Human,Unique Hero,Alchemist,Muscular,Medium,6,5,5,4,4,5,Strongarm Alchemy,"Instead of attacking with Major Armstrong, you may choose up to 3 single hex land terrain pieces within 4 spaces of Major Armstrong that do not have any other terrain pieces on top of them and that have at least one terrain piece beneath them. You may place these terrain pieces within 4 clear sight spaces of Major Armstrong as long as they may fit there. Any figures or obstacles that are on the chosen tiles or spaces must be placed on the same space on the battlefield as their original placement, if possible. If the figures or obstacles can not be placed, choose the nearest land space where that figure or obstacle may be legally placed and place the figure there. Roll an unblockable attack die against any figure placed with Strongarm Alchemy.",Impressive Muscles 2,"If Major Armstrong attacks an adjacent figure, add 2 dice to his attack.",Intimidating Presence,Common figures roll one fewer attack die when attacking Major Armstrong with a normal attack and roll one fewer defense die when defending against an attack from Major Armstrong.,,,180,custom-major-armstrong.png
Mandarin,,Human,Unique Hero,Mastermind,Arrogant,Medium,5,5,5,1,5,5,Matter Manipulation Rings,Mandarin never rolls for falling damage and may ignore all terrain effects.,Energy Rings,"Before moving, choose a figure within 5 clear sight spaces and roll the d20. If you roll 8-19, that figure receives one wound. If you roll a 20, the chosen figure is destroyed.",Mento-Intensifier Ring 20,"Before attacking, choose an enemy Unique figure within 5 clear sight spaces and roll the d20. If you roll a 20, take control of that figure's Army Card and remove any Order Markers from its card.",Electromagnetic Rings,"Instead of attacking, choose another figure within 5 clear sight spaces. Place the chosen figure on an empty space within 5 clear sight spaces of its current space and of Mandarin. Figures moved this way will not take passing swipes or falling damage.",240,custom-mandarin.png
MANTICORE,Aquilla,Beast,Unique Hero,,Menacing,Large,8,4,5,1,5,4,QUILL VOLLEY SPECIAL ATTACK,"Range 7. Lob 25. Attack 2. Choose a figure to attack. Line of sight isn't needed. If lobbing, the chosen figure cannot be under an overhang. All figures adjacent to the chosen figure are also affected by this Manticore's Quill Volley Special Attack. Roll attack dice once. Figures roll defense dice separately. A Manticore isn't affected by its own Quill Volley Special Attack.",FLYING,"When counting spaces for Manticore's movement, ignore elevations. Manticore may fly over water without stopping, pass over figures without becoming engaged, and fly over obstacles such as ruins. When Manticore starts to fly, if he is engaged he will take any leaving engagement attacks.",DEVOUR WHOLE,"If a small or medium figure that is adjacent to a Manticore you control is destroyed, you may immediately remove it from the game.",,,140,custom-manticore.png
Nakano Masako,Einar,Human,Unique Hero,Samurai,Disciplined,Medium,4,4,6,1,4,4,Inspiring Strike,"If Nakano Masako inflicts at least wound with her normal attack or her counterstrike special power, you may move X Samurai figures you control up to 3 spaces each. X equals the number of wounds Nakano Masako just inflicted. You cannot use Inspiring Strike to move Nakano Masako.",Counterstrike,"When rolling defense dice against a normal attack from an adjacent attacking figure, all excess shields count as unblockable hits on the attacking figure. This power does not work against other Samurai.",,,,,80,custom-masako-nakano-swc.png
Marrden Hydrons,Utgar,Marro,Common Squad,Predators,Tormenting,Small,4,1,5,1,1,4,Marro Hero Bonding,"Before taking a turn with Marrden Hydrons, you may first take a turn with any Marro hero you control.",Mind Shackle 20,"After moving and before attacking with the Marrden Hydrons, you may choose any Unique figure adjacent to a Marrden Hydron. Roll the 20-sided die. If you roll a 20 or higher, take control of the chosen figure and that figure's Army Card. You now control that Army Card and all figures on it. Remove all order markers on the chosen figure's Army Card. If the Marrden Hydrons are destroyed, you retain control of any previously Mind Shackled Army Cards.",Mind Shackle Rebirth,"Each time a figure you control Mind Shackles an opponent's figure that's adjacent to a Marrden Hydron you control, place one of your own previously destroyed Marrden Hydrons, if possible, on any empty space that's adjacent to the Mind Shackled figure. Newly placed Marrden Hydrons can't attack this turn.",,,60,custom-marrden-of-the-planeswalkers.png
Masha Shingai,Einar,Yokai,Unique Hero,Samurai,Terrifying,Large,6,5,6,1,5,3,Terror of the Honorless,"If there is at least one revealed Order Marker on this Army Card, then all Squad figures within 4 clear sight spaces of Masha Shingai must subtract 1 from their attack. Samurai are not affected by Terror of the Honorless.",Fiery Retribution 13,"When Masha Shingai, or any Samurai or Yokai that you control within 2 clear sight spaces of Masha Shingai, receives one or more wounds from a normal attack by an attacking figure who is not adjacent, you may roll the 20-sided die. If you roll a 13 or higher, deal one wound to the attacking figure.",,,,,110,custom-masha-shingai-yokai-update.png
Masha Shingai,Einar,Demon,Unique Hero,Samurai,Terrifying,Large,6,5,5,1,5,3,Awakened Terror,"If there is at least one revealed Order Marker on this Army Card, then all Common Squad figures within 4 clear sight spaces of Masha Shingai must subtract 1 from their attack.",Fiery Retribution,"When Masha Shingai, or any Samurai that you control adjacent to Masha Shingai, receives one or more wounds from a normal attack by an attacking figure who is not adjacent, you may roll the 20-sided die. If you roll a 13 or higher, deal one wound to the attacking figure.",,,,,110,custom-masha-shingai.png
Master Ji Mui,Ullar,Spirit,Unique Hero,Monk,Enlightened,Medium,5,5,6,1,3,3,Empty Step,"Instead of moving Master Ji Mui normally, you may choose any empty space that is within 3 spaces of Master Ji Mui. Place Master Ji Mui on the chosen space. If Master Ji Mui is engaged when he uses Empty Step, he will not take any leaving engagement attacks.",Empty Body,All figures roll 1 less die when attacking or defending against Master Ji Mui.,Empty Mind,"When a Monk figure you control is destroyed, you may immediately move any or all unrevealed order markers on that figure's card (or cards if you have more than one common card for that figure) onto another Monk Army Card you control. You may use Empty Mind to move Order Markers from this card when Master Ji Mui is destroyed.",,,120,custom-master-ji-mui-swc.png
Meriadoc Brandybuck,Ullar,Hobbit,Unique Hero,Rogue,Tricky,Small,3,3,5,5,2,3,Hobbit Guardian,"If Meriadoc Brandybuck is attacking an adjacent opponent's figure that is engaged with at least one other figure you control, add one die to his attack. If the figure you control is a Hobbit or Halfling, add 2 dice to his attack.",Disengage,Meriadoc Brandybuck is never attacked when leaving an engagement.,,,,,40,custom-meriadoc-brandybuck.png
Master Pakku,White Lotus,Human,Unique Hero,Bender,Resolute,Medium,5,5,5,5,4,4,Ice Spikes Special Attack,"Range 6. Attack 3. If an opponent receives one or more wounds but is not destroyed from Ice Spikes Special Attack you may remove an Order Marker from that figure's card. After attacking with Ice Spikes Special Attack, Master Pakku may attack one additional time with Ice Spikes Special Attack.",Water Master,"While Master Pakku is on a water, snow, or ice space, add 1 to his Attack and Defense. Master Pakku does not need to stop his movement when entering a water space.",Elemental Defense,"When Master Pakku is attacked by an opponent's figure that does not have the Elemental Defense special power, the most wounds Master Pakku can take from this attack is one.",,,180,custom-master-pakku.png
Mercalak,Valkrill,Orc,Unique Hero,Champion,Wild,Medium,5,6,6,1,4,4,ORC TASKMASTER,"When choosing a Hero for the Death Chasers of Thesk's Taskmaster Bonding, you may change Mercalak's size to Large 5.",GLORY OF GRUUMSH,"Before taking Mercalak's turn, you may reveal an ""X"" Order Marker on this Army Card to activate Glory of Gruumsh for the duration of the round. While Glory of Gruumsh is active, add 3 to Mercalak's Attack value, and all Orcs you control, except Mercalak, subtract 1 from their Defense value. You cannot activate Glory of Gruumsh if Mercalak is the only Orc you control.",,,,,145,custom-mercalak-taf-customs.png
Mercenaries of Hruggek,Utgar,Goblins,Common Squad,Warriors,Wild,Medium,5,1,5,1,4,3,Simple,Mercenaries of Hruggek and all figures engaged with a Mercenary of Hruggek do not roll an extra combat die for Height Advantage or terrain bonuses such as Jungle Pieces or Shadow Spaces.,Charging Assault,Any or all Mercenaries of Hruggek may add 3 to their Move number as long as they are unengaged prior to moving. Mercenaries of Hruggek must be able to move adjacent to an opponent's figure in order to use Charging Assault.,,,,,65,custom-mercenaries-of-hruggek.png
Peacemaker,,Human,Unique Hero,Vigilante,Zealous,Medium,5,4,5,6,2,5,Pursuit of Peace,"Before revealing an Order Marker on any Army Card you control and taking a turn with that figure or figures, you may move the Order Marker to this card and take a turn with Peacemaker. If there are any unrevealed Order Markers on an Army Card you control when the last figure on that card is destroyed, you may immediately move the unrevealed Order Markers to this card.",Deadly Shot,"When attacking with Peacemaker, each skull rolled counts for one additional hit.",,,,,140,custom-mh_peacemaker-jpg.png
MITTENS,Jandar,Cat,Unique Hero,Guard,Loyal,Small,2,2,5,1,2,3,NAP TIME,Mittens can never take more than one turn per round.,ACROBATIC,"When Mittens rolls defense dice against a normal attack, one shield will block all damage.",CLIMB X 2,While moving up or down levels of terrain Mittens may double her Height.,,,5,custom-mittens.png
Minotaur Mangler,Einar,Minotaur,Common Hero,Hewer,Reckless,Medium,5,1,5,1,4,3,Cleave,"When a Minotaur Mangler attacks an adjacent figure, you may choose one Squad figure that is also adjacent to the attacking Minotaur Mangler. If the defending figure receives any wounds from this Minotaur Mangler's attack, the chosen figure receives 1 wound.",Charging Assault,A Minotaur Mangler may add 3 to its Move number as long as it is unengaged prior to moving. A Minotaur Mangler must be able to move adjacent to an opponent's figure in order to use Charging Assault.,,,,,30,custom-minotaur-mangler.png
Mezzodemon Baeljer,Valkrill,Demon,Uncommon Hero,Creature,Ferocious,Large,7,8,5,5,3,2,Poison Cloud,"When a Mezzodemon Baeljer attacks a Common figure, add 1 to its Attack value.",Bog Salvo,"At the start of the game, place 3 green Bog markers on this Army Card. After moving and before attacking, you may choose a Unique Hero within 5 Clear Sight spaces from this Mezzodemon Baeljer and roll the 20-sided die. If you roll an 8 or higher, you may place a Bog Marker on that Hero's Army Card. A Unique Hero subtracts one from his Move Value for each Bog Marker on its Army Card. Mezzodemon Baeljerss can never be affected by Bog Salvo.",,,,,110,custom-mezzodemon-baeljer-taf-customs.png
MEINOS,Aquilla,Minotaur,Unique Hero,Lord,Savage,Huge,10,5,5,1,4,4,Savage Toss Special Attack,"Range 3. Attack Special. First choose a single-hex figure adjacent to Meinos to Toss, then choose as a target an opponent's figure within 3 clear sight spaces of Meinos with an unoccupied same-level or lower space adjacent to it. If the Tossed figure is small, roll 2 attack dice against the target; if medium, roll 3 attack dice; if large or huge, roll 4 attack dice. If the target is destroyed, immediately place the Tossed figure on a space previously occupied by the target; otherwise, place it on a same-level or lower space adjacent to the target. After placing the figure, roll the 20-sided die. If you roll 11 or higher, the Tossed figure receives 1 wound. The Tossed figure does not take any disengagement attacks or falling damage.",Lord of Knossos,All friendly Minotaurs which are adjacent to Meinos roll 1 additional Defense die.,,,,,130,custom-meinos.png
